timestamp,temperature,humidity,last_seen
2025-07-20 16:56:52,,,2025-04-23 13:55:11
2025-07-20 17:01:00,,,2025-04-23 13:55:11
2025-07-20 17:02:02,,,2025-04-23 13:55:11
2025-07-20 17:03:01,,,2025-04-23 13:55:11
2025-07-20 17:03:52,,,2025-04-23 13:55:11
2025-07-20 17:04:56,,,2025-04-23 13:55:11
2025-07-20 17:06:05,,,2025-04-23 13:55:11
2025-07-20 17:07:04,,,2025-04-23 13:55:11
2025-07-20 17:08:09,,,2025-04-23 13:55:11
2025-07-20 17:11:09,,,2025-04-23 13:55:11
